,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases
4608,Canada,2020-02-16,8.0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.14285714285714285,0.03571428571428571,0.0,0.0,46,0
4708,Canada,2020-02-17,8.0,0.0,21,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,0.03571428571428571,0.0,0.0,47,0
4808,Canada,2020-02-18,8.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,0.03571428571428571,0.0,0.0,48,0
4908,Canada,2020-02-19,8.0,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0.03571428571428571,0.0,0.0,49,0
5008,Canada,2020-02-20,8.0,0.0,24,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,0.0,0.0,0.0,50,0
5108,Canada,2020-02-21,8.0,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0.0,0.0,0.0,51,0
5208,Canada,2020-02-22,9.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.125,0.03125,0.0,0.0,52,0
5308,Canada,2020-02-23,9.0,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,0.03125,0.0,0.0,53,0
5408,Canada,2020-02-24,9.0,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,0.03125,0.0,0.0,54,0
5508,Canada,2020-02-25,9.0,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.0,0.03125,0.0,0.0,55,0
5608,Canada,2020-02-26,11.0,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0.2222222222222222,0.05555555555555555,0.0,0.0,56,0
5708,Canada,2020-02-27,11.0,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0.0,0.05555555555555555,0.0,0.0,57,0
5808,Canada,2020-02-28,12.0,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.09090909090909091,0.07828282828282829,0.0,0.0,58,0
5908,Canada,2020-02-29,14.0,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.16666666666666666,0.11994949494949494,0.0,0.0,59,0
6008,Canada,2020-03-01,16.0,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.14285714285714285,0.1001082251082251,0.0,0.0,60,0
6108,Canada,2020-03-02,20.0,0.0,35,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.25,0.1626082251082251,0.0,0.0,61,0
6210,Canada,2020-03-03,24.0,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0.2,0.18988095238095237,0.0,0.0,62,0
6313,Canada,2020-03-04,27.0,0.0,37,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.125,0.17946428571428572,0.0,0.0,63,0
6407,Canada,2020-03-05,30.0,0.0,38,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.1111111111111111,0.17152777777777778,0.0,0.0,64,0
6500,Canada,2020-03-06,33.0,0.0,39,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.1,0.13402777777777777,0.0,0.0,65,0
6596,Canada,2020-03-07,45.0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.36363636363636365,0.1749368686868687,0.0,0.0,66,0
6698,Canada,2020-03-08,51.0,0.0,41,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.13333333333333333,0.17702020202020202,0.0,0.0,67,0
6803,Canada,2020-03-09,57.0,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.11764705882352941,0.1786541889483066,0.0,0.0,68,0
6905,Canada,2020-03-10,62.0,0.0,43,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0.08771929824561403,0.1755840135097101,0.0,0.0,69,0
7012,Canada,2020-03-11,77.0,1.0,44,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0.24193548387096775,0.14515879356836114,0.0,0.0,70,0
7124,Canada,2020-03-12,93.0,1.0,45,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.2077922077922078,0.16377351218307973,0.0,0.0,71,0
7243,Canada,2020-03-13,103.0,1.0,46,2,0,1,0,0,1,0,0,0,1,0,0,51,0,0,0.10752688172043011,0.16124346790730493,0.0,0.0,72,0
7367,Canada,2020-03-14,138.0,1.0,47,3,0,2,0,0,2,0,0,0,2,0,0,52,0,0,0.33980582524271846,0.22426509965658104,0.0,0.0,73,0
7496,Canada,2020-03-15,176.0,1.0,48,4,0,3,0,0,3,0,0,0,3,0,0,53,0,0,0.2753623188405797,0.23262180839898403,0.0,0.0,74,0
7643,Canada,2020-03-16,244.0,1.0,49,5,0,4,0,0,4,0,0,0,4,0,0,54,0,0,0.38636363636363635,0.27726466554184115,0.0,0.0,75,0
7793,Canada,2020-03-17,304.0,1.0,50,6,0,5,0,0,5,0,0,0,5,0,0,55,0,0,0.2459016393442623,0.31185835494779923,0.0,0.0,76,0
7942,Canada,2020-03-18,424.0,4.0,51,7,0,6,0,0,6,0,0,0,6,0,0,56,0,0,0.39473684210526316,0.32559110916343537,3.0,0.75,77,0
8094,Canada,2020-03-19,569.0,8.0,52,8,0,7,0,1,7,0,0,0,7,0,0,56,0,1,0.3419811320754717,0.3422458124721584,1.0,1.0,78,0
8251,Canada,2020-03-20,690.0,9.0,53,9,0,8,0,2,8,0,0,0,8,0,0,56,0,2,0.2126537785588752,0.29881834802096807,0.125,1.03125,79,0
8415,Canada,2020-03-21,846.0,10.0,54,10,0,9,0,3,9,0,0,0,9,0,0,56,0,3,0.22608695652173913,0.2938646773153373,0.1111111111111111,1.0590277777777777,80,0
8577,Canada,2020-03-22,971.0,12.0,55,11,0,10,0,4,10,0,0,0,10,0,0,56,0,4,0.14775413711583923,0.23211900106798133,0.2,0.3590277777777778,81,0
8746,Canada,2020-03-23,1231.0,13.0,56,12,0,11,0,5,11,0,0,0,11,0,0,56,0,5,0.26776519052523173,0.21356501568042133,0.08333333333333333,0.12986111111111112,82,0
8916,Canada,2020-03-24,1430.0,18.0,57,13,0,12,0,6,12,0,0,0,12,0,0,56,0,6,0.16165718927701056,0.20081586835995516,0.38461538461538464,0.19476495726495727,83,0
9090,Canada,2020-03-25,1646.0,24.0,58,14,0,13,0,7,13,0,0,0,13,0,0,56,0,7,0.15104895104895105,0.18205636699175815,0.3333333333333333,0.2503205128205128,84,0
2175,Panama,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0
2769,Panama,2020-01-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,27,0
2868,Panama,2020-01-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,28,0
2967,Panama,2020-01-30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0.0,0.0,0.0,0.0,29,0
3066,Panama,2020-01-31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0.0,0.0,0.0,0.0,30,0
3166,Panama,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0.0,0.0,0.0,0.0,31,0
3266,Panama,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0.0,0.0,0.0,0.0,32,0
3366,Panama,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0.0,0.0,0.0,0.0,33,0
3466,Panama,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0.0,0.0,0.0,0.0,34,0
3566,Panama,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0.0,0.0,0.0,0.0,35,0
3667,Panama,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0.0,0.0,0.0,0.0,36,0
3767,Panama,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0.0,0.0,0.0,0.0,37,0
3867,Panama,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0.0,0.0,0.0,0.0,38,0
